,name,type,urls
113,114. Your Burger,American,/Restaurant_Review-g187497-d12882421-Reviews-Your_Burger-Barcelona_Catalonia.html
114,115. Handburg,American,/Restaurant_Review-g187497-d19375117-Reviews-Handburg-Barcelona_Catalonia.html
115,116. Say Cheese Burgers,American,/Restaurant_Review-g187497-d25100573-Reviews-Say_Cheese_Burgers-Barcelona_Catalonia.html
116,117. Sonora Sport Tavern,American,/Restaurant_Review-g187497-d2000878-Reviews-Sonora_Sport_Tavern-Barcelona_Catalonia.html
117,118. Frankfurteria Urgell,American,/Restaurant_Review-g187497-d4424667-Reviews-Frankfurteria_Urgell-Barcelona_Catalonia.html
118,119. McDonalds - Som Multiespai,American,/Restaurant_Review-g187497-d25386551-Reviews-McDonalds_Som_Multiespai-Barcelona_Catalonia.html
119,120. TGB - The Good Burger,American,/Restaurant_Review-g187497-d11960620-Reviews-TGB_The_Good_Burger-Barcelona_Catalonia.html
120,121. Ribs Doctor Fleming,American,/Restaurant_Review-g187497-d7187463-Reviews-Ribs_Doctor_Fleming-Barcelona_Catalonia.html
121,122. Goiko - Carrer Independencia 339,American,/Restaurant_Review-g187497-d14930326-Reviews-Goiko_Carrer_Independencia_339-Barcelona_Catalonia.html
122,123. Subway,American,/Restaurant_Review-g187497-d6777421-Reviews-Subway-Barcelona_Catalonia.html
123,124. Cremat Lounge,American,/Restaurant_Review-g187497-d23523702-Reviews-Cremat_Lounge-Barcelona_Catalonia.html
124,125. Kibo Brunch Restaurant,American,/Restaurant_Review-g187497-d21067324-Reviews-Kibo_Brunch_Restaurant-Barcelona_Catalonia.html
125,126. Habib's Piri Piri,American,/Restaurant_Review-g187497-d23813608-Reviews-Habib_s_Piri_Piri-Barcelona_Catalonia.html
126,127. Ruta 6 Brewery,American,/Restaurant_Review-g187497-d21319537-Reviews-Ruta_6_Brewery-Barcelona_Catalonia.html
127,128. Foster's Hollywood,American,/Restaurant_Review-g187497-d1154026-Reviews-Foster_s_Hollywood-Barcelona_Catalonia.html
128,129. TGB - The Good Burger,American,/Restaurant_Review-g187497-d23717627-Reviews-TGB_The_Good_Burger-Barcelona_Catalonia.html
129,130. Bullicio,American,/Restaurant_Review-g187497-d17578669-Reviews-Bullicio-Barcelona_Catalonia.html
130,131. Burger Paradise BCN,American,/Restaurant_Review-g187497-d13494682-Reviews-Burger_Paradise_BCN-Barcelona_Catalonia.html
131,132. Deja Vu Restaurant,American,/Restaurant_Review-g187497-d8647468-Reviews-Deja_Vu_Restaurant-Barcelona_Catalonia.html
132,133. Foster's Hollywood,American,/Restaurant_Review-g187497-d7267884-Reviews-Foster_s_Hollywood-Barcelona_Catalonia.html
133,134. Bamba Brunch,American,/Restaurant_Review-g187497-d24869231-Reviews-Bamba_Brunch-Barcelona_Catalonia.html
134,135. Mos Art Restaurant,American,/Restaurant_Review-g187497-d6704490-Reviews-Mos_Art_Restaurant-Barcelona_Catalonia.html
135,136. L'Esquina Bar,American,/Restaurant_Review-g187497-d17395024-Reviews-L_Esquina_Bar-Barcelona_Catalonia.html
136,137. Billy Brunch & Lounge,American,/Restaurant_Review-g187497-d23751809-Reviews-Billy_Brunch_Lounge-Barcelona_Catalonia.html
137,138. Piel De Gallina,American,/Restaurant_Review-g187497-d23690044-Reviews-Piel_De_Gallina-Barcelona_Catalonia.html
138,139. Foster's Hollywood,American,/Restaurant_Review-g187497-d14983240-Reviews-Foster_s_Hollywood-Barcelona_Catalonia.html
139,140. Ribs,American,/Restaurant_Review-g187497-d6105876-Reviews-Ribs-Barcelona_Catalonia.html
140,141. KFC,American,/Restaurant_Review-g187497-d8359860-Reviews-KFC-Barcelona_Catalonia.html
141,142. Restaurante Vicio,American,/Restaurant_Review-g187497-d23895875-Reviews-Restaurante_Vicio-Barcelona_Catalonia.html
142,143. Afra Food & Drinks,American,/Restaurant_Review-g187497-d25282527-Reviews-Afra_Food_Drinks-Barcelona_Catalonia.html
143,144. Timesburg Pl. Eivissa,American,/Restaurant_Review-g187497-d20163540-Reviews-Timesburg_Pl_Eivissa-Barcelona_Catalonia.html
144,145. Vegan Junk Food Bar,American,/Restaurant_Review-g187497-d23340606-Reviews-Vegan_Junk_Food_Bar-Barcelona_Catalonia.html
145,146. deWeggie's,American,/Restaurant_Review-g187497-d15242959-Reviews-DeWeggie_s-Barcelona_Catalonia.html
146,147. BocaBoca Street Food,American,/Restaurant_Review-g187497-d11923374-Reviews-BocaBoca_Street_Food-Barcelona_Catalonia.html
147,148. The Florentine Barcelona,American,/Restaurant_Review-g187497-d23726312-Reviews-The_Florentine_Barcelona-Barcelona_Catalonia.html
148,149. Foster's Hollywood La Maquinista,American,/Restaurant_Review-g187497-d23777855-Reviews-Foster_s_Hollywood_La_Maquinista-Barcelona_Catalonia.html
149,150. Frankfurt Diagonal,American,/Restaurant_Review-g187497-d12291709-Reviews-Frankfurt_Diagonal-Barcelona_Catalonia.html
150,151. Barna Rules Bar,American,/Restaurant_Review-g187497-d17476846-Reviews-Barna_Rules_Bar-Barcelona_Catalonia.html
151,152. Bonaburger,American,/Restaurant_Review-g187497-d22956083-Reviews-Bonaburger-Barcelona_Catalonia.html
152,153. The Good Burger,American,/Restaurant_Review-g187497-d24048409-Reviews-The_Good_Burger-Barcelona_Catalonia.html
153,154. Cereals Custom Cafe,American,/Restaurant_Review-g187497-d20400093-Reviews-Cereals_Custom_Cafe-Barcelona_Catalonia.html
154,155. La Real Hamburgueseria - Poblenou,American,/Restaurant_Review-g187497-d17840128-Reviews-La_Real_Hamburgueseria_Poblenou-Barcelona_Catalonia.html
155,156. Chivuo's Slow Street Food & Craft Beer,American,/Restaurant_Review-g187497-d11918248-Reviews-Chivuo_s_Slow_Street_Food_Craft_Beer-Barcelona_Catalonia.html
156,157. Bang Bang,American,/Restaurant_Review-g187497-d10224697-Reviews-Bang_Bang-Barcelona_Catalonia.html
157,158. Burger King,American,/Restaurant_Review-g187497-d12830960-Reviews-Burger_King-Barcelona_Catalonia.html
158,159. Los Panas Burgers,American,/Restaurant_Review-g187497-d21261548-Reviews-Los_Panas_Burgers-Barcelona_Catalonia.html
159,160. Rodilla,American,/Restaurant_Review-g187497-d17757146-Reviews-Rodilla-Barcelona_Catalonia.html
160,161. FruFru Gastrobar,American,/Restaurant_Review-g187497-d12232266-Reviews-FruFru_Gastrobar-Barcelona_Catalonia.html
161,162. The Lobster Roll Barcelona,American,/Restaurant_Review-g187497-d24191375-Reviews-The_Lobster_Roll_Barcelona-Barcelona_Catalonia.html
162,163. Melocoton Vegan Burger,American,/Restaurant_Review-g187497-d17466375-Reviews-Melocoton_Vegan_Burger-Barcelona_Catalonia.html
163,164. Timeline Bar,American,/Restaurant_Review-g187497-d6418460-Reviews-Timeline_Bar-Barcelona_Catalonia.html
164,165. El Pibe,American,/Restaurant_Review-g187497-d8317910-Reviews-El_Pibe-Barcelona_Catalonia.html
165,166. Dieci8 - Craft Beer & Natural Wine,American,/Restaurant_Review-g187497-d23910492-Reviews-Dieci8_Craft_Beer_Natural_Wine-Barcelona_Catalonia.html
166,167. Juicy Avenue Sarria,American,/Restaurant_Review-g187497-d19000750-Reviews-Juicy_Avenue_Sarria-Barcelona_Catalonia.html
167,168. El Pibe,American,/Restaurant_Review-g187497-d24922973-Reviews-El_Pibe-Barcelona_Catalonia.html
168,169. Mamma Beach,American,/Restaurant_Review-g187497-d10683371-Reviews-Mamma_Beach-Barcelona_Catalonia.html
169,170. Frankfurt Kinor,American,/Restaurant_Review-g187497-d10380272-Reviews-Frankfurt_Kinor-Barcelona_Catalonia.html
170,171. Jamaica,American,/Restaurant_Review-g187497-d17757058-Reviews-Jamaica-Barcelona_Catalonia.html
171,172. El Raco de Montjuic,American,/Restaurant_Review-g187497-d12645890-Reviews-El_Raco_de_Montjuic-Barcelona_Catalonia.html
172,173. Piel De Gallina,American,/Restaurant_Review-g187497-d21215425-Reviews-Piel_De_Gallina-Barcelona_Catalonia.html
173,174. KFC,American,/Restaurant_Review-g187497-d21491460-Reviews-KFC-Barcelona_Catalonia.html
