,name,type,urls
72,73. Txatei,Argentinean,/Restaurant_Review-g187514-d2324147-Reviews-Txatei-Madrid.html
73,74. Miss Sushi Las Tablas,Argentinean,/Restaurant_Review-g187514-d12083688-Reviews-Miss_Sushi_Las_Tablas-Madrid.html
74,75. Distrito 798,Argentinean,/Restaurant_Review-g187514-d6114844-Reviews-Distrito_798-Madrid.html
75,76. Hanakura,Argentinean,/Restaurant_Review-g187514-d1582532-Reviews-Hanakura-Madrid.html
76,77. La Carlota Restaurante,Argentinean,/Restaurant_Review-g187514-d16657475-Reviews-La_Carlota_Restaurante-Madrid.html
77,78. Ninja Ramen,Argentinean,/Restaurant_Review-g187514-d8113185-Reviews-Ninja_Ramen-Madrid.html
78,79. Sushi & Buey Barajas,Argentinean,/Restaurant_Review-g187514-d4400542-Reviews-Sushi_Buey_Barajas-Madrid.html
79,80. Ramen Komainu Chamberi,Argentinean,/Restaurant_Review-g187514-d23256593-Reviews-Ramen_Komainu_Chamberi-Madrid.html
80,81. Kirei Las Cortes,Argentinean,/Restaurant_Review-g187514-d12186329-Reviews-Kirei_Las_Cortes-Madrid.html
81,82. Yakitoro Reina,Argentinean,/Restaurant_Review-g187514-d6731827-Reviews-Yakitoro_Reina-Madrid.html
82,83. Miss Sushi Santa Ana,Argentinean,/Restaurant_Review-g187514-d6635082-Reviews-Miss_Sushi_Santa_Ana-Madrid.html
83,84. Restaurante Asiatico Sorgo Rojo,Argentinean,/Restaurant_Review-g187514-d7994373-Reviews-Restaurante_Asiatico_Sorgo_Rojo-Madrid.html
84,85. Megu,Argentinean,/Restaurant_Review-g187514-d8559989-Reviews-Megu-Madrid.html
85,86. Manolita Chen,Argentinean,/Restaurant_Review-g187514-d17777670-Reviews-Manolita_Chen-Madrid.html
86,87. La Pagoda,Argentinean,/Restaurant_Review-g187514-d9603961-Reviews-La_Pagoda-Madrid.html
87,88. Kuraya,Argentinean,/Restaurant_Review-g187514-d12330986-Reviews-Kuraya-Madrid.html
88,89. Nakama Sagasta 23,Argentinean,/Restaurant_Review-g187514-d16691709-Reviews-Nakama_Sagasta_23-Madrid.html
89,90. Tsukuri Soba,Argentinean,/Restaurant_Review-g187514-d22939261-Reviews-Tsukuri_Soba-Madrid.html
90,91. Nipon Taro,Argentinean,/Restaurant_Review-g187514-d5795258-Reviews-Nipon_Taro-Madrid.html
91,92. Nippon 2,Argentinean,/Restaurant_Review-g187514-d5884294-Reviews-Nippon_2-Madrid.html
92,93. Tasty Poke Bar,Argentinean,/Restaurant_Review-g187514-d13007621-Reviews-Tasty_Poke_Bar-Madrid.html
93,94. Zen Market,Argentinean,/Restaurant_Review-g187514-d2191141-Reviews-Zen_Market-Madrid.html
94,95. UDON Sol,Argentinean,/Restaurant_Review-g187514-d8390624-Reviews-UDON_Sol-Madrid.html
95,96. Ran Ran Tei,Argentinean,/Restaurant_Review-g187514-d12802301-Reviews-Ran_Ran_Tei-Madrid.html
96,97. Wok Garden Azca,Argentinean,/Restaurant_Review-g187514-d7714806-Reviews-Wok_Garden_Azca-Madrid.html
97,98. Hamachi Sushi,Argentinean,/Restaurant_Review-g187514-d14251097-Reviews-Hamachi_Sushi-Madrid.html
98,99. Ugo Chan,Argentinean,/Restaurant_Review-g187514-d23892696-Reviews-Ugo_Chan-Madrid.html
99,100. Madame Butterfly,Argentinean,/Restaurant_Review-g187514-d21327642-Reviews-Madame_Butterfly-Madrid.html
100,101. Fuku,Argentinean,/Restaurant_Review-g187514-d2478446-Reviews-Fuku-Madrid.html
101,102. Alta Cocina Oriental Jinode,Argentinean,/Restaurant_Review-g187514-d3521785-Reviews-Alta_Cocina_Oriental_Jinode-Madrid.html
102,103. Killer Sobo,Argentinean,/Restaurant_Review-g187514-d19148000-Reviews-Killer_Sobo-Madrid.html
103,104. Monsieur Sushita,Argentinean,/Restaurant_Review-g187514-d15185453-Reviews-Monsieur_Sushita-Madrid.html
104,105. Ramen Shifu La Latina,Argentinean,/Restaurant_Review-g187514-d13109109-Reviews-Ramen_Shifu_La_Latina-Madrid.html
105,106. Wok Sun,Argentinean,/Restaurant_Review-g187514-d7260303-Reviews-Wok_Sun-Madrid.html
106,107. Restaurante Lan Lan Madrid,Argentinean,/Restaurant_Review-g187514-d4044427-Reviews-Restaurante_Lan_Lan_Madrid-Madrid.html
107,108. Sushi Yakuza,Argentinean,/Restaurant_Review-g187514-d12087361-Reviews-Sushi_Yakuza-Madrid.html
108,109. Shikoku,Argentinean,/Restaurant_Review-g187514-d1597490-Reviews-Shikoku-Madrid.html
109,110. 99 Sushi Bar - Ponzano,Argentinean,/Restaurant_Review-g187514-d7804811-Reviews-99_Sushi_Bar_Ponzano-Madrid.html
110,111. SUMO Fuencarral,Argentinean,/Restaurant_Review-g187514-d6703281-Reviews-SUMO_Fuencarral-Madrid.html
