,loss,accuracy,val_loss,val_accuracy
0,2.182487964630127,0.25357404351234436,2.2332425117492676,0.24399766325950623
1,2.183220624923706,0.2587948143482208,2.4383718967437744,0.19890688359737396
2,2.1686317920684814,0.2626006305217743,2.2894136905670166,0.22642982006072998
3,2.1723005771636963,0.2595755159854889,2.2386386394500732,0.2541479468345642
4,2.1525652408599854,0.2709929347038269,2.286343812942505,0.25004878640174866
5,2.148364305496216,0.2680165767669678,2.2020246982574463,0.2537575662136078
6,2.1381332874298096,0.27211514115333557,2.516087293624878,0.22233065962791443
7,2.144195318222046,0.27094411849975586,2.3349769115448,0.2297481894493103
8,2.141967296600342,0.2702610492706299,2.4701595306396484,0.23111458122730255
9,2.117522716522217,0.27699437737464905,2.70485258102417,0.20476283133029938
10,2.1167547702789307,0.28236153721809387,2.0583393573760986,0.32012492418289185
11,2.1254587173461914,0.27967795729637146,2.241396903991699,0.243216872215271
12,2.1208372116088867,0.27977555990219116,2.095499277114868,0.30626586079597473
13,2.105139970779419,0.28841179609298706,2.2239811420440674,0.23989850282669067
14,2.1074979305267334,0.28787508606910706,2.43809175491333,0.23052898049354553
15,2.086617946624756,0.29368138313293457,2.4534456729888916,0.2350185364484787
16,2.080124855041504,0.3011954128742218,2.0740997791290283,0.29338279366493225
17,2.0898654460906982,0.2910953760147095,2.1062159538269043,0.2941635847091675
18,2.08719801902771,0.29587703943252563,2.26035213470459,0.24536404013633728
19,2.0666441917419434,0.30739206075668335,2.3375346660614014,0.2566855251789093
20,2.060901403427124,0.307245671749115,2.404963254928589,0.23404255509376526
21,2.058910846710205,0.3062698245048523,2.1306722164154053,0.29318758845329285
22,2.0528688430786133,0.30827030539512634,2.161855459213257,0.2754245698451996
23,2.058593273162842,0.30651378631591797,2.1265382766723633,0.27971890568733215
24,2.044297695159912,0.31022199988365173,2.1958043575286865,0.2994339168071747
25,2.0504026412963867,0.3131983280181885,2.1179304122924805,0.3185633420944214
26,2.043086051940918,0.31783363223075867,2.536022901535034,0.24985359609127045
27,2.040247917175293,0.31885826587677,2.109977960586548,0.3088034391403198
28,2.0308003425598145,0.317931205034256,2.2890939712524414,0.2865508496761322
29,2.014024496078491,0.32432299852371216,2.1927056312561035,0.292602002620697
30,2.0264322757720947,0.3267626166343689,2.080477714538574,0.3134881854057312
31,2.0203397274017334,0.3301292955875397,2.2268283367156982,0.26878783106803894
32,2.0180165767669678,0.3297877609729767,1.9727298021316528,0.32578566670417786
33,2.019320487976074,0.3292510509490967,2.2402966022491455,0.27386295795440674
34,2.013221502304077,0.33422785997390747,2.093564033508301,0.314073771238327
35,2.003817081451416,0.3348621726036072,2.05309796333313,0.3164161741733551
36,2.01391339302063,0.33090996742248535,1.9209367036819458,0.3654108941555023
37,2.0258073806762695,0.33134910464286804,2.2103586196899414,0.2867460548877716
38,2.006605863571167,0.3359355926513672,2.0523204803466797,0.3216865062713623
39,1.9995903968811035,0.3364723026752472,2.493093252182007,0.24399766325950623
