,loss,accuracy,val_loss,val_accuracy
0,2.675534725189209,0.10075628012418747,2.55521297454834,0.10911574959754944
1,2.5567445755004883,0.1082703098654747,2.5824811458587646,0.09408549964427948
2,2.5475399494171143,0.11163698136806488,2.567976713180542,0.07671286165714264
3,2.5453970432281494,0.10724566876888275,2.5870258808135986,0.07807925343513489
4,2.539642095565796,0.10641619563102722,2.5757062435150146,0.07905524224042892
5,2.534184217453003,0.10680653899908066,2.5849199295043945,0.07788405567407608
6,2.52860426902771,0.10680653899908066,2.5816750526428223,0.07886004447937012
7,2.520775079727173,0.11378385126590729,2.5234360694885254,0.1052117869257927
8,2.5104596614837646,0.11871188133955002,2.525257110595703,0.07768885046243668
9,2.494894504547119,0.12764088809490204,2.505575656890869,0.11516689509153366
10,2.477175712585449,0.13564284145832062,2.5045907497406006,0.10853015631437302
11,2.451760768890381,0.1487192064523697,2.4941656589508057,0.1163380816578865
12,2.439427375793457,0.15257379412651062,2.4491045475006104,0.13097794353961945
13,2.416558265686035,0.16072212159633636,2.419480800628662,0.14756979048252106
14,2.406252861022949,0.16569894552230835,2.4519457817077637,0.13019715249538422
15,2.403907299041748,0.1605757474899292,2.506983995437622,0.1134101077914238
16,2.380763292312622,0.16838252544403076,2.4641387462615967,0.12297482043504715
17,2.3662033081054688,0.17321297526359558,2.4864256381988525,0.1108725368976593
18,2.355473279953003,0.1734081506729126,2.4374606609344482,0.12063243985176086
19,2.3376848697662354,0.17453037202358246,2.520310401916504,0.1054069846868515
20,2.331036329269409,0.17550621926784515,2.4845542907714844,0.10774936527013779
21,2.3210883140563965,0.1771651655435562,2.4508888721466064,0.11106773465871811
22,2.3151283264160156,0.17799463868141174,2.4840474128723145,0.11009174585342407
23,2.3033971786499023,0.17926323413848877,2.3108162879943848,0.15088814496994019
24,2.2981796264648438,0.17789705097675323,2.4606964588165283,0.1188756600022316
25,2.2897260189056396,0.20473286509513855,2.2539522647857666,0.210813969373703
26,2.2907309532165527,0.20487923920154572,2.4488577842712402,0.16084325313568115
27,2.268331527709961,0.21561355888843536,2.345013380050659,0.17665430903434753
28,2.2731733322143555,0.21522322297096252,2.3552684783935547,0.17977747321128845
29,2.25972580909729,0.21854110062122345,2.4359312057495117,0.16045285761356354
30,2.250755786895752,0.22424980998039246,2.351670503616333,0.18016786873340607
31,2.2560200691223145,0.22693340480327606,2.4958133697509766,0.1510833501815796
32,2.2355153560638428,0.23069041967391968,2.318326711654663,0.19031816720962524
33,2.2384660243988037,0.23039765655994415,2.357731819152832,0.16416162252426147
34,2.230154037475586,0.23556965589523315,2.1922152042388916,0.2430216670036316
35,2.2153992652893066,0.23893631994724274,2.3707220554351807,0.16923677921295166
36,2.2159488201141357,0.24088801443576813,2.36236310005188,0.16982236504554749
37,2.2170250415802,0.24235180020332336,2.3614346981048584,0.22213546931743622
38,2.198605537414551,0.2461088001728058,2.466001510620117,0.18075346946716309
39,2.1960959434509277,0.25420835614204407,2.4781689643859863,0.19305095076560974
